xbrl_name,formatted_name
IncreaseDecreaseInMudharabahCurrentAccount,Kenaikan (penurunan) giro mudharabah
IncreaseDecreaseInMudharabahSavingsDeposits,Kenaikan (penurunan) tabungan mudharabah
IncreaseDecreaseInSecuritiesSoldUnderRepurchaseAgreement,Kenaikan (penurunan) efek yang dijual dengan janji dibeli kembali
IncreaseDecreaseInAcceptancePayables,Kenaikan (penurunan) liabilitas akseptasi
IncreaseDecreaseInLiabilitiesToPolicyholderOnUnitLinkedContracts,Kenaikan (penurunan) liabilitas pemegang polis pada kontrak unit-linked
IncreaseDecreaseInDerivativePayables,Kenaikan (penurunan) liabilitas derivatif
IncreaseDecreaseInTemporarySyirkahFunds,Kenaikan (penurunan) dana syirkah temporer
IncreaseDecreaseInOtherLiabilities,Kenaikan (penurunan) liabilitas lainnya
NetCashFlowsReceivedFromUsedInOperatingActivities,Jumlah arus kas bersih yang diperoleh dari (digunakan untuk) aktivitas operasi
ProceedsFromEquityInvestmentsClassifiedAsAmortizedCostAndFairValueThroughOtherComprehensiveIncome,Penerimaan dari penyertaan saham dalam klasifikasi biaya perolehan diamortisasi dan nilai wajar melalui pendapatan komprehensif lainnya
WithdrawalPlacementOfBondsAndOrSukuk,Pencairan (penempatan) obligasi dan (atau) sukuk
DividendsReceivedFromInvestingActivities,Penerimaan dividen dari aktivitas investasi
ProceedsFromDisposalAcquisitionOfInvestmentProperties,Penerimaan dari penjualan (perolehan) properti investasi
ProceedsFromDisposalAcquisitionOfPropertyAndEquipment,Penerimaan dari penjualan (perolehan) aset tetap
ProceedsFromDisposalAcquisitionOfIntangibleAssetsOtherThanGoodwill,Penerimaan dari penjualan (perolehan) aset takberwujud selain goodwill
WithdrawalPlacementOfFinancialAssetsFairValueThroughOtherComprehensiveIncome,Pencairan (penempatan) aset keuangan nilai wajar melalui pendapatan komprehensif lainnya
PlacementOfFinancialAssetsAmortizedCostInvestments,Penempatan aset keuangan biaya perolehan diamortisasi
WithdrawalOfFinancialAssetsAmortizedCostInvestments,Pencairan aset keuangan biaya perolehan diamortisasi
ReceiptsFromPaymentsForPolicyLoans,Penerimaan dari (pembayaran kepada) pinjaman polis
PaymentsForAcquisitionOfSubsidiaries,Pembayaran untuk perolehan entitas anak
ProceedsFromSalesOfSubsidiaries,Penerimaan dari pelepasan entitas anak
PaymentsForAcquisitionOfAdditionalInterestsInSubsidiaries,Pembayaran untuk perolehan tambahan kepemilikan pada entitas anak
WithdrawalPlacementOfMarketableSecurities,Pencairan (penempatan) efek-efek yang diperdagangkan
ProceedsFromSalesOfInterestsInSubsidiariesWithoutLossOfControlFromInvestingActivities,Penerimaan dari pelepasan kepentingan di entitas anak tanpa hilangnya pengendalian dari kegiatan investasi
PaymentsForAcquisitionOfInterestsInAssociates,Pembayaran untuk perolehan kepemilikan pada entitas asosiasi
ProceedsFromSalesOfInterestsInAssociates,Penerimaan dari pelepasan kepemilikan pada entitas asosiasi
OtherCashInflowsOutflowsFromInvestingActivities,Penerimaan (pengeluaran) kas lainnya dari aktivitas investasi
NetCashFlowsReceivedFromUsedInInvestingActivities,Jumlah arus kas bersih yang diperoleh dari (digunakan untuk) aktivitas investasi
IncreaseDecreaseInSecuritiesIssued,Kenaikan (penurunan) efek yang diterbitkan
IssuanceOfMudharabahSukuk,Penerbitan sukuk mudharabah
PlacementOfCertificateOfMudharabahInvestments,Penempatan sertifikat investasi mudharabah
IssuanceCostOfMudharabahSukuk,Biaya emisi sukuk mudharabah
ProceedsFromBorrowings,Penerimaan pinjaman yang diterima
PaymentsForBorrowings,Pembayaran pinjaman yang diterima
ProceedsFromSubordinatedLoans,Penerimaan pinjaman subordinasi
PaymentsOfSubordinatedLoans,Pembayaran pinjaman subordinasi
PaymentsOfInterestsFromBorrowings,Pembayaran bunga pinjaman
ProceedsFromBondsIssuance,Penerimaan dari penerbitan obligasi
PaymentsOfBondsPayable,Pembayaran utang obligasi
PaymentsOfBondsIssuanceCosts,Pembayaran biaya emisi penerbitan obligasi
SubordinatedBondsIssued,Obligasi subordinasi yang diterbitkan
PaymentsOfSubordinatedBonds,Pembayaran obligasi subordinasi
SubordinatedBondsIssuanceCosts,Biaya emisi obligasi subordinasi yang diterbitkan
ProceedsFromMediumTermNotes,Penerimaan dari surat utang jangka menengah
PaymentsOfMediumTermNotes,Pembayaran dari surat utang jangka menengah
ProceedsFromIssuanceOfNewStocks,Penerimaan dari penerbitan saham baru
PaymentsOfStockIssuanceCosts,Pembayaran biaya emisi saham
ProceedsFromCapitalContributions,Penerimaan setoran modal
ProceedFromIncreaseOfNonControllingInterest,Penerimaan dari penambahan kepemilikan dari non-pengendali
SalesPurchaseOfTreasuryStocks,Penjualan (pembelian) dari saham tresuri
ProceedsFromEmployeeStockOptionsProgram,Penerimaan dari program opsi saham karyawan
SettlementPlacementOfDerivativeTransactions,Penyelesaian (penempatan) transaksi derivatif
DividendsPaidFromFinancingActivities,Pembayaran dividen dari aktivitas pendanaan
OtherCashInflowsOutflowsFromFinancingActivities,Penerimaan (pengeluaran) kas lainnya dari aktivitas pendanaan
NetCashFlowsReceivedFromUsedInFinancingActivities,Jumlah arus kas bersih yang diperoleh dari (digunakan untuk) aktivitas pendanaan
NetIncreaseDecreaseInCashAndCashEquivalents,Jumlah kenaikan (penurunan) bersih kas dan setara kas
EffectOfExchangeRateChangesOnCashAndCashEquivalents,Efek perubahan nilai kurs pada kas dan setara kas
CashAndCashEquivalentOfDeconsolidatedSubsidiaries,Kas dan setara kas dari entitas anak yang didekonsolidasikan
OtherIncreaseDecreaseInCashAndCashEquivalents,Kenaikan (penurunan) kas dan setara kas lainnya
CashAndCashEquivalentsCashFlows,"Kas dan setara kas arus kas, akhir periode"
