xbrl_name,formatted_name
PaymentsForFutureContractsForwardContractsOptionContractsAndSwapContracts,"Pembayaran untuk future contracts, forward contracts, option contracts, dan swap contracts"
PaymentsForAdvancesOnInvestments,Pembayaran uang muka investasi
ReceiptsFromReceivablesFromRelatedParties,Penerimaan pembayaran piutang dari pihak berelasi
PaymentsOfReceivablesFromRelatedParties,Pembayaran pemberian piutang kepada pihak berelasi
ReceiptsFromReceivablesFromStockholders,Penerimaan pembayaran piutang dari pemegang saham
PaymentsOfReceivablesFromStockholders,Pembayaran pemberian piutang kepada pemegang saham
CashAdvancesAndLoansMadeToOtherPartiesOtherThanFinancingInstitutions,"Uang muka dan pinjaman diberikan kepada pihak lain, selain institusi keuangan"
CashReceiptsFromTheRepaymentOfAdvancesAndLoansMadeToOtherPartiesOtherThanFinancing,Penerimaan pengembalian uang muka dan pinjaman diberikan kepada pihak lain
ProceedsFromDisposalOfSubsidiaries,Penerimaan dari pelepasan entitas anak
PaymentsForAcquisitionOfSubsidiaries,Pembayaran untuk perolehan entitas anak
ProceedsFromSalesOfInterestsInSubsidiariesWithoutLossOfControlFromInvestingActivities,Penerimaan dari pelepasan kepentingan di entitas anak tanpa hilangnya pengendalian dari kegiatan investasi
PaymentsForAcquisitionOfAdditionalInterestsInSubsidiaries,Pembayaran untuk perolehan tambahan kepemilikan pada entitas anak
ProceedsFromSalesOfInterestsInJointVentures,Penerimaan dari pelepasan kepemilikan pada entitas ventura bersama
PaymentsForAcquisitionOfInterestsInJointVentures,Pembayaran untuk perolehan kepemilikan pada entitas ventura bersama
ProceedsFromSalesOfInterestsInAssociates,Penerimaan dari pelepasan kepemilikan pada entitas asosiasi
PaymentsForAcquisitionOfInterestsInAssociates,Pembayaran untuk perolehan kepemilikan pada entitas asosiasi
ProceedsFromDisposalOfNonCurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleAndDiscontinuedOperations,Penerimaan dari pelepasan aset tidak lancar atau kelompok lepasan yang diklasifikasikan sebagai dimiliki untuk dijual dan operasi yang dihentikan
DividendsReceivedFromInvestingActivities,Penerimaan dividen dari aktivitas investasi
InterestsReceivedFromInvestingActivities,Penerimaan bunga dari aktivitas investasi
InterestsPaidFromInvestingActivities,Pembayaran bunga dari aktivitas investasi
IncomeTaxesRefundedPaidFromInvestingActivities,Penerimaan pengembalian (pembayaran) pajak penghasilan dari aktivitas investasi
OtherCashInflowsOutflowsFromInvestingActivities,Penerimaan (pengeluaran) kas lainnya dari aktivitas investasi
NetCashFlowsReceivedFromUsedInInvestingActivities,Jumlah arus kas bersih yang diperoleh dari (digunakan untuk) aktivitas investasi
ProceedsFromBankLoans,Penerimaan pinjaman bank
PaymentsOfBankLoans,Pembayaran pinjaman bank
ProceedsFromNon-BankFinancialInstitutionLoan,Penerimaan pinjaman dari lembaga keuangan non-bank
PaymentsOfNon-BankFinancialInstitutionLoan,Pembayaran pinjaman kepada lembaga keuangan non-bank
ProceedsFromSecuredLoans,Penerimaan pinjaman beragunan
PaymentsOfSecuredLoans,Pembayaran pinjaman beragunan
ProceedsFromUnsecuredLoans,Penerimaan pinjaman tanpa agunan
PaymentsOfUnsecuredLoans,Pembayaran pinjaman tanpa agunan
ProceedsFromStepLoans,Penerimaan pinjaman penerusan
PaymentsOfStepLoans,Pembayaran pinjaman penerusan
ProceedsFromLoanFromGovernmentOfTheRepublicOfIndonesia,Penerimaan utang dari bantuan pemerintah republik Indonesia
PaymentsOfLoanFromGovernmentOfTheRepublicOfIndonesia,Pembayaran utang bantuan dari pemerintah republik indonesia
ProceedsFromSubordinatedLoans,Penerimaan pinjaman subordinasi
PaymentsOfSubordinatedLoans,Pembayaran pinjaman subordinasi
ProceedsFromJointOperationLiabilities,Penerimaan liabilitas kerjasama operasi
PaymentsOfJointOperationLiabilities,Pembayaran liabilitas kerjasama operasi
ProceedsFromConsumerFinancingPayables,Penerimaan utang pembiayaan konsumen
PaymentsOfConsumerFinancingPayables,Pembayaran utang pembiayaan konsumen
ProceedsFromFinanceLeaseLiabilities,Penerimaan liabilitas sewa pembiayaan
PaymentsOfFinanceLeaseLiabilities,Pembayaran liabilitas sewa pembiayaan
PaymentsOfElectricityPurchasePayables,Penerimaan utang listrik swasta
ProceedsFromElectricityPurchasePayables,Pembayaran utang listrik swasta
PaymentsOfRetentionPayables,Penerimaan utang retensi
ProceedsFromRetentionPayables,Pembayaran utang retensi
PaymentsOfNotesPayable,Penerimaan wesel bayar
ProceedsFromNotesPayable,Pembayaran wesel bayar
ProceedsFromMediumTermNotes,Penerimaan dari surat utang jangka menengah
PaymentsOfMediumTermNotes,Pembayaran dari surat utang jangka menengah
PaymentsOfBondsPayable,Penerimaan dari penerbitan obligasi
ProceedsFromBondsPayable,Pembayaran utang obligasi
SubordinatedBondsIssued,Obligasi subordinasi yang diterbitkan
PaymentsOfSubordinatedBonds,Pembayaran obligasi subordinasi
ProceedsFromSukuk,Penerimaan sukuk
PaymentsOfSukuk,Pembayaran sukuk
ProceedsFromOtherBorrowings,Penerimaan pinjaman lainnya
PaymentsOfOtherBorrowings,Pembayaran pinjaman lainnya
ProceedsFromConvertibleBondsIssuance,Penerimaan dari penerbitan obligasi konversi
PaymentsOfConvertibleBonds,Pembayaran obligasi konversi
PaymentsOfBondsIssuanceCosts,Pembayaran biaya emisi penerbitan obligasi
WithdrawalPlacementOfRestrictedFundsFromFinancingActivities,Pencairan (penempatan) dana yang dibatasi penggunaannya dari aktivitas pendanaan
ProceedsFromDueToRelatedParties,Penerimaan utang pihak berelasi
PaymentsOfDueToRelatedParties,Pembayaran utang pihak berelasi
ProceedsFromDueToStockholders,Penerimaan utang pemegang saham
PaymentsOfDueToStockholders,Pembayaran utang pemegang saham
ProceedsFromIssuanceOfCommonStocks,Penerimaan dari penerbitan saham biasa
ProceedsFromIssuanceOfPreferredStocks,Penerimaan dari penerbitan saham preferen
ProceedsFromIssuingOtherEquityInstruments,Penerimaan dari penerbitan instrumen ekuitas lainnya
PaymentsOfStockIssuanceCosts,Pembayaran biaya emisi saham
ProceedsFromSalesPurchasesOfTreasuryStocks,Penerimaan dari penjualan (pembelian) saham tresuri
ProceedsFromEmployeeStockOptionsProgram,Penerimaan dari program opsi saham karyawan
SettlementPlacementOfDerivativeTransactions,Penyelesaian (penempatan) transaksi derivatif
ProceedsFromSalesOfInterestsInSubsidiariesWithoutLossOfControlFromFinancingActivities,Penerimaan dari pelepasan kepentingan di entitas anak tanpa hilangnya pengendalian dari kegiatan pendanaan
ProceedFromIncreaseOfNonControllingInterest,Penerimaan dari penambahan kepemilikan dari non-pengendali
PaymentsForAcquisitionOfNoncontrollingInterestsInSubsidiaries,Pembayaran untuk perolehan kepentingan pihak non-pengendali pada entitas anak
DividendsPaidFromFinancingActivities,Pembayaran dividen dari aktivitas pendanaan
InterestsReceivedFromFinancingActivities,Penerimaan bunga dari aktivitas pendanaan
InterestsPaidFromFinancingActivities,Pembayaran bunga dari aktivitas pendanaan
IncomeTaxesRefundedPaidFromFinancingActivities,Penerimaan pengembalian (pembayaran) pajak penghasilan dari aktivitas pendanaan
OtherCashInflowsOutflowsFromFinancingActivities,Penerimaan (pengeluaran) kas lainnya dari aktivitas pendanaan
NetCashFlowsReceivedFromUsedInFinancingActivities,Jumlah arus kas bersih yang diperoleh dari (digunakan untuk) aktivitas pendanaan
NetIncreaseDecreaseInCashAndCashEquivalents,Jumlah kenaikan (penurunan) bersih kas dan setara kas
EffectOfExchangeRateChangesOnCashAndCashEquivalents,Efek perubahan nilai kurs pada kas dan setara kas
CashAndCashEquivalentOfDeconsolidatedSubsidiaries,Kas dan setara kas dari entitas anak yang didekonsolidasikan
OtherIncreaseDecreaseInCashAndCashEquivalents,Kenaikan (penurunan) kas dan setara kas lainnya
CashAndCashEquivalentsCashFlows,"Kas dan setara kas arus kas, akhir periode"
