xbrl_name,formatted_name
CurrentMaturitiesOfNon-BankFinancialInstitutionsLoan,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang keuangan keuangan non bank
CurrentMaturitiesOfSecuredLoans,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas pinjaman beragunan
CurrentMaturitiesOfUnsecuredLoans,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas pinjaman tanpa agunan
CurrentMaturitiesOfStepLoans,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas penerusan pinjaman
CurrentMaturitiesOfLoansFromGovernmentOfTheRepublicOfIndonesia,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas pinjaman dari pemerintah republik Indonesia
CurrentMaturitiesOfSubordinatedLoans,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas pinjaman subordinasi
CurrentMaturitiesOfJointOperationsLiabilities,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas liabilitas kerja sama operasi
CurrentMaturitiesOfLandAcquisitionLiabilities,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas liabilitas pembebasan tanah
CurrentMaturitiesOfConsumerFinancingPayables,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang pembiayaan konsumen
CurrentMaturitiesOfFinanceLeaseLiabilities,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas liabilitas sewa pembiayaan
CurrentMaturitiesOfElectricityPurchasePayables,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang listrik swasta
CurrentMaturitiesOfRetentionPayables,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang retensi
CurrentMaturitiesOfNotesPayable,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas wesel bayar
CurrentMaturitiesOfMediumTermNotes,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas surat utang jangka menengah
CurrentMaturitiesOfBondsPayable,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas utang obligasi
CurrentMaturitiesOfSukuk,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas sukuk
CurrentMaturitiesOfSubordinatedBonds,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas obligasi subordinasi
CurrentMaturitiesOfOtherBorrowings,Liabilitas jangka panjang yang jatuh tempo dalam satu tahun atas pinjaman lainnya
CurrentDueToRelatedParties,Utang pihak berelasi jangka pendek
CurrentDueToStockholders,Utang pemegang saham jangka pendek
ShortTermDerivativeFinancialLiabilities,Liabilitas keuangan derivatif jangka pendek
CurrentTaxAmnestyLiabilities,Liabilitas pengampunan pajak lancar
OtherCurrentNonFinancialLiabilities,Liabilitas non-keuangan jangka pendek lainnya
CurrentLiabilities,Jumlah liabilitas jangka pendek
LongTermDerivativeFinancialLiabilities,Liabilitas keuangan derivatif jangka panjang
DeferredTaxLiabilities,Liabilitas pajak tangguhan
NonCurrentDueToRelatedParties,Utang pihak berelasi jangka panjang
NonCurrentDueToStockholders,Utang pemegang saham jangka panjang
Non-CurrentContractLiabilities,Kontrak liabilitas jangka panjang
LongTermBankLoans,Liabilitas jangka panjang atas utang bank
LongTermNon-BankFinancialInstitutionsLoan,Utang lembaga keuangan non-bank
LongTermStepLoans,Liabilitas jangka panjang atas penerusan pinjaman
LongTermSecuredLoans,Liabilitas jangka panjang atas pinjaman beragunan
LongTermUnsecuredLoans,Liabilitas jangka panjang atas pinjaman tanpa agunan
LongTermLoansFromGovernmentOfTheRepublicOfIndonesia,Liabilitas jangka panjang atas pinjaman dari pemerintah republik Indonesia
LongTermSubordinatedLoans,Liabilitas jangka panjang atas pinjaman subordinasi
LongTermJointOperationsLiabilities,Liabilitas jangka panjang atas liabilitas kerja sama operasi
LongTermLandAcquisitionLiabilities,Liabilitas jangka panjang atas liabilitas pembebasan tanah
LongTermConsumerFinancingPayables,Liabilitas jangka panjang atas utang pembiayaan konsumen
LongTermFinanceLeaseLiabilities,Liabilitas jangka panjang atas liabilitas sewa pembiayaan
LongTermElectricityPurchasePayables,Liabilitas jangka panjang atas utang listrik swasta
LongTermRetentionPayables,Liabilitas jangka panjang atas utang retensi
LongTermNotesPayable,Liabilitas jangka panjang atas wesel bayar
LongTermMediumTermNotes,Liabilitas jangka panjang atas surat utang jangka menengah
LongTermBondsPayable,Liabilitas jangka panjang atas utang obligasi
LongTermSukuk,Liabilitas jangka panjang atas sukuk
LongTermSubordinatedBonds,Liabilitas jangka panjang atas obligasi subordinasi
LongTermOtherBorrowings,Liabilitas jangka panjang atas pinjaman lainnya
ConvertibleBonds,Obligasi konversi
NonCurrentUnearnedRevenue,Pendapatan diterima dimuka jangka panjang
NonCurrentDeposits,Uang jaminan jangka panjang
NonCurrentAdvancesFromCustomersThirdParties,Uang muka pelanggan jangka panjang pihak ketiga
NonCurrentAdvancesFromCustomersRelatedParties,Uang muka pelanggan jangka panjang pihak berelasi
NonCurrentDeferredRevenue,Pendapatan ditangguhkan jangka panjang
InsuranceContractLiabilities,Liabilitas kontrak asuransi
NonCurrentProvisionsForOverlay,Provisi pelapisan jalan tol jangka panjang
NonCurrentProvisionsForAircraftReturnAndMaintenanceFunds,Provisi biaya pengembalian dan pemeliharaan pesawat jangka panjang
NonCurrentProvisionsForInfrastructureDevelopmentPublicAndSocialFacilities,"Provisi pembangunan prasarana, fasilitas umum, dan sosial jangka panjang"
NonCurrentProvisionsForAssetDismantlingCosts,Provisi biaya pembongkaran aset tetap jangka panjang
NonCurrentProvisionsForRestorationAndRehabilitation,Provisi restorasi dan rehabilitasi jangka panjang
OtherNonCurrentProvisions,Provisi jangka panjang lainnya
AccruedStrippingCosts,Biaya pengupasan tanah yang masih harus dibayar
LiabilitiesToPolicyholders,Liabilitas kepada pemegang polis
LongTermPostEmploymentBenefitObligations,Kewajiban imbalan pasca kerja jangka panjang
NonCurrentTaxAmnestyLiabilities,Liabilitas pengampunan pajak tidak lancar
OtherNonCurrentFinancialLiabilities,Liabilitas keuangan jangka panjang lainnya
OtherNonCurrentNonFinancialLiabilities,Liabilitas non-keuangan jangka panjang
NonCurrentLiabilities,Jumlah liabilitas jangka panjang
Liabilities,Jumlah liabilitas
CommonStocks,Saham biasa
PreferredStocks,Saham preferen
AdditionalPaidInCapital,Tambahan modal disetor
TreasuryStocks,Saham treasuri
AdvancesInCapitalStock,Uang muka setoran modal
StockOptions,Opsi saham
RevaluationReserves,Cadangan revaluasi
ReserveOfExchangeDifferencesOnTranslation,Cadangan selisih kurs penjabaran
ReserveForChangesInFairValueOfFairValueThroughOtherComprehensiveIncomeFinancialAssets,Cadangan perubahan nilai wajar aset keuangan nilai wajar melalui pendapatan komprehensif lainnya
ReserveOfGainsLossesFromInvestmentsInEquityInstruments,Cadangan keuntungan (kerugian) investasi pada instrumen ekuitas
ReserveOfShareBasedPayments,Cadangan pembayaran berbasis saham
ReserveOfCashFlowHedges,Cadangan lindung nilai arus kas
ReserveOfRemeasurementsOfDefinedBenefitPlans,Cadangan pengukuran kembali program imbalan pasti
OtherReserves,Cadangan lainnya
DifferenceDueToChangesOfEquityInSubsidiaryAssociates,Selisih Transaksi Perubahan Ekuitas Entitas Anak/Asosiasi
OtherComponentsOfEquity,Komponen ekuitas lainnya
AppropriatedRetainedEarnings,Saldo laba yang telah ditentukan penggunaannya
UnappropriatedRetainedEarnings,Saldo laba yang belum ditentukan penggunaannya
EquityAttributableToEquityOwnersOfParentEntity,Jumlah ekuitas yang diatribusikan kepada pemilik entitas induk
ProformaEquity,Proforma ekuitas
NonControllingInterests,Kepentingan non-pengendali
Equity,Jumlah ekuitas
LiabilitiesAndEquity,Jumlah liabilitas dan ekuitas
