xbrl_name,formatted_name
ReclassificationAdjustmentsOnFairValueThroughOtherComprehensiveIncomeFinancialAssetsBeforeTax,"Penyesuaian reklasifikasi atas aset keuangan nilai wajar melalui pendapatan komprehensif lainnya, sebelum pajak"
GainsLossesOnCashFlowHedgesBeforeTax,"Keuntungan (kerugian) lindung nilai arus kas, sebelum pajak"
ReclassificationAdjustmentsOnCashFlowHedgesBeforeTax,"Penyesuaian reklasifikasi atas lindung nilai arus kas, sebelum pajak"
CarryingAmountOfNonFinancialAssetLiabilityWhoseAcquisitionOrIncurrenceWasHedgedOnHighlyProbableForecastTransactionAdjustedFromEquityBeforeTax,"Nilai tercatat dari aset (liabilitas) non-keuangan yang perolehan atau keterjadiannya merupakan suatu prakiraan transaksi yang kemungkinan besar terjadi yang dilindung nilai, sebelum pajak"
GainsLossesOnHedgesOfNetInvestmentsInForeignOperationsBeforeTax,"Keuntungan (kerugian) lindung nilai investasi bersih kegiatan usaha luar negeri, sebelum pajak"
ReclassificationAdjustmentsOnHedgesOfNetInvestmentsInForeignOperationsBeforeTax,"Penyesuaian reklasifikasi atas lindung nilai investasi bersih kegiatan usaha luar negeri, sebelum pajak"
ShareOfOtherComprehensiveIncomeOfAssociatesAccountedForUsingEquityMethodBeforeTax,"Bagian pendapatan komprehensif lainnya dari entitas asosiasi yang dicatat dengan menggunakan metode ekuitas, sebelum pajak"
ShareOfOtherComprehensiveIncomeOfJointVenturesAccountedForUsingEquityMethodBeforeTax,"Bagian pendapatan komprehensif lainnya dari entitas ventura bersama yang dicatat dengan menggunakan metode ekuitas, sebelum pajak"
OtherAdjustmentsToOtherComprehensiveIncomeThatMayBeReclassifiedToProfitOrLossBeforeTax,"Penyesuaian lainnya atas pendapatan komprehensif lainnya yang akan direklasifikasi ke laba rugi, sebelum pajak"
OtherComprehensiveIncomeThatMayBeReclassifiedToProfitOrLossBeforeTax,"Jumlah pendapatan komprehensif lainnya yang akan direklasifikasi ke laba rugi, sebelum pajak"
OtherComprehensiveIncomeBeforeTax,"Jumlah pendapatan komprehensif lainnya, sebelum pajak"
TaxOnOtherComprehensiveIncome,Pajak atas pendapatan komprehensif lainnya
OtherComprehensiveIncomeForGainsLossesOnRevaluationOfPropertyPlantAndEquipmentAfterTax,"Pendapatan komprehensif lainnya atas keuntungan (kerugian) hasil revaluasi aset tetap, setelah pajak"
OtherComprehensiveIncomeForRemeasurementOfDefinedBenefitObligationAfterTax,"Pendapatan komprehensif lainnya atas pengukuran kembali kewajiban manfaat pasti, setelah pajak"
OtherAdjustmentsToOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossAfterTax,"Penyesuaian lainnya atas pendapatan komprehensif lainnya yang tidak akan direklasifikasi ke laba rugi, setelah pajak"
OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossAfterTax,"Jumlah pendapatan komprehensif lainnya yang tidak akan direklasifikasi ke laba rugi, setelah pajak"
GainsLossesOnExchangeDifferencesOnTranslationAfterTax,"Keuntungan (kerugian) selisih kurs penjabaran, setelah pajak"
ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationAfterTax,"Penyesuaian reklasifikasi selisih kurs penjabaran, setelah pajak"
UnrealisedGainsLossesOnChangesInFairValueThroughOtherComprehensiveIncomeFinancialAssetsAfterTax,"Keuntungan (kerugian) yang belum direalisasi atas perubahan nilai wajar aset keuangan melalui penghasilan komprehensif lain, setelah pajak"
ReclassificationAdjustmentsOnFairValueThroughOtherComprehensiveIncomeFinancialAssetsAfterTax,"Penyesuaian reklasifikasi atas aset keuangan nilai wajar melalui pendapatan komprehensif lainnya, setelah pajak"
GainsLossesOnCashFlowHedgesAfterTax,"Keuntungan (kerugian) lindung nilai arus kas, setelah pajak"
ReclassificationAdjustmentsOnCashFlowHedgesAfterTax,"Penyesuaian reklasifikasi atas lindung nilai arus kas, setelah pajak"
CarryingAmountOfNonFinancialAssetLiabilityWhoseAcquisitionOrIncurrenceWasHedgedOnHighlyProbableForecastTransactionAdjustedFromEquityAfterTax,"Nilai tercatat dari aset (liabilitas) non-keuangan yang perolehan atau keterjadiannya merupakan suatu prakiraan transaksi yang kemungkinan besar terjadi yang dilindung nilai, setelah pajak"
GainsLossesOnHedgesOfNetInvestmentsInForeignOperationsAfterTax,"Keuntungan (kerugian) lindung nilai investasi bersih kegiatan usaha luar negeri, setelah pajak"
ReclassificationAdjustmentsOnHedgesOfNetInvestmentsInForeignOperationsAfterTax,"Penyesuaian reklasifikasi atas lindung nilai investasi bersih kegiatan usaha luar negeri, setelah pajak"
ShareOfOtherComprehensiveIncomeOfAssociatesAccountedForUsingEquityMethodAfterTax,"Bagian pendapatan komprehensif lainnya dari entitas asosiasi yang dicatat dengan menggunakan metode ekuitas, setelah pajak"
ShareOfOtherComprehensiveIncomeOfJointVenturesAccountedForUsingEquityMethodAfterTax,"Bagian pendapatan komprehensif lainnya dari entitas ventura bersama yang dicatat dengan menggunakan metode ekuitas, setelah pajak"
OtherAdjustmentsToOtherComprehensiveIncomeThatMayBeReclassifiedToProfitOrLossAfterTax,"Penyesuaian lainnya atas pendapatan komprehensif lainnya yang akan direklasifikasi ke laba rugi, setelah pajak"
OtherComprehensiveIncomeThatMayBeReclassifiedToProfitOrLossAfterTax,"Jumlah pendapatan komprehensif lainnya yang akan direklasifikasi ke laba rugi, setelah pajak"
OtherComprehensiveIncomeAfterTax,"Jumlah pendapatan komprehensif lainnya, setelah pajak"
ComprehensiveIncome,Jumlah laba rugi komprehensif
ProfitLossAttributableToParentEntity,Laba (rugi) yang dapat diatribusikan ke entitas induk
ProfitLossAttributableToNonControllingInterests,Laba (rugi) yang dapat diatribusikan ke kepentingan non-pengendali
ComprehensiveIncomeAttributableToParentEntity,Laba rugi komprehensif yang dapat diatribusikan ke entitas induk
ComprehensiveIncomeAttributableToNonControllingInterests,Laba rugi komprehensif yang dapat diatribusikan ke kepentingan non-pengendali
BasicEarningsLossPerShareFromContinuingOperations,Laba (rugi) per saham dasar dari operasi yang dilanjutkan
BasicEarningsLossPerShareFromDiscontinuedOperations,Laba (rugi) per saham dasar dari operasi yang dihentikan
DilutedEarningsLossPerShareFromContinuingOperations,Laba (rugi) per saham dilusian dari operasi yang dilanjutkan
DilutedEarningsLossPerShareFromDiscontinuedOperations,Laba (rugi) per saham dilusian dari operasi yang dihentikan
